text,tag,split
"Chefen för inrikesdepartementet, herr statsrådet JOHANSSON, som yttrade:",intro,test
"Herr talman! Herr Larsson i Borrby har frågat mig, om jag är beredd vidtaga åtgärder så att tendensen att olika statliga institutioner genom skilda åtgärder — såsom inskränkningar och nedläggningar — som orsakar utarmning av ett näringsgeografiskt område, ersättes med en planering, som medför en positiv helhetssyn på ifrågavarande områdes utveckling.",seg,train
"Jag har uppfattat herr Larssons fråga på det sättet, att han vill ta upp proble-",seg,train
"met hur olika åtgärder som kan påverka en regions utveckling skall kunna bedömas med utgångspunkt i en gemensam uppfattning om regionens förutsättningar och behov. Jag vill då erinra om det beslut angående riktlinjer för en aktiv lokaliseringspolitik, som fattades av fjolårets riksdag. I propositionen betonades mycket starkt behovet av samordning i tid och rum av lokaliseringsverksamheten och andra samhällsplanerande åtgärder, så att insatserna på olika områden kan ge en samlad effekt för en orts eller bygds utveckling. Detta uttalande gäller naturligtvis även offentlig verksamhet. På planeringsråden och länsstyrelserna har lagts uppgiften att leda en aktiv planering, där man bl. a. eftersträvar en avvägning av olika regionala intressen i fråga om samhälleliga serviceanordningar och annan offentlig verksamhet samt upprättar konkreta förslag och samordnade handlingsprogram för den regionala utvecklingen. Avgörandet måste dock som regel ankomma på centrala myndigheter — i viktigare fall på Kungl. Maj:t — som därvid också har att bedöma verksamhetens angelägenhetsgrad ur samhällsekonomiska och andra rikssynpunkter.",seg,train
Vidare anförde,note,train
Herr LARSSON i Borrby (cp):,intro,train
Herr talman! Jag ber att få tacka statsrådet för svaret.,seg,val
De principer som omnämnes i svaret är efter vad jag kan förstå väl formulerade. Jag har ingenting att invända mot definitionen eller mot dessa principer. Vad som ger anledning till viss oro är väl frågan om hur dessa fullt riktiga principer skall kunna effektueras. Jag tar mig friheten att med utgångspunkt från svaret förmoda att planeringsråden på detta område skall kunna få allt större uppgifter och inflytande. Det ligger också en viss trygghet i att centrala,seg,test
24 Nr 24,note,train
Tisdagen den 17 maj 1966 fm.,note,val
"Lag om beredande av sluten psykiatrisk vård i vissa fall, m. m.",unknown,train
verkligas det programmet genom dagens lagstiftning. Men låt oss ändå se till att den nya lagen blir utgångspunkt för en mycket levande fortsatt aktivitet.,seg,train
"Herr talman! Jag hemställer, utöver mitt yrkande om bifall till de reservationer jag nämnt, om godkännande av utskottets förslag i övrigt.",seg,train
I detta anförande instämde herr Jonsson (fp).,intro,train
Herr GUSTAVSSON i Alvesta (cp):,intro,train
"Herr talman! Herr Rimmerfors har i sitt anförande ingående behandlat bakgrunden till det förslag som vi nu har att ta ställning till. Jag vill uttrycka min tillfredsställelse över att vi synes vara överens om att i fortsättningen vårda den grundläggande principen, att sjukvård oavsett om det gäller kroppssjukdomar eller mentalsjukdomar skall bedrivas på samma villkor. Det är glädjande att vi kommit dithän, att vi är överens om en sådan viktig princip. Ett steg på vägen mot denna enighet var det beslut som vi tidigare fattade beträffande huvudmannaskapet = för mentalsjukvården. Även om detta förslag hade vissa ekonomiska brister utgjorde det ett mycket betydelsefullt och positivt steg. Både den organisatoriska samordningen och det likartade synsätt, på olika sjukdomar, som vi nått fram till, är att hälsa med tillfredsställelse. Jag är en av dem som står bakom den av de till föreliggande utlåtande fogade reservationerna, som gäller allmänt ombud, och jag skall något beröra denna. Dessförinnan vill jag dock säga något om utskottsmajoritetens utiåtande på den andra punkt, där det föreligger en reservation. Utskottsmajoriteten gör på s. 112 följande klara uttalande: »Utskottet ansluter sig till den av departementschefen uttalade uppfattningen, att den vård för psykisk sjukdom, som den sjuke på eget initiativ söker, bör regleras enligt bestämmelserna i sjukvårdslagen. I konsekvens med denna uppfaitning",seg,train
"finner utskottet det naturligt, att PSykiskt sjuka, som intagits för vård på egen begäran, i princip inte bör vara underkastade andra bestämmelser i fråga om kvarhållande än de som gäller patienter, vilka vårdas för kroppssjukdom.»",seg,train
"Det föreligger alltså inte någon skillnad i grundsynen på den fria intagningen mellan reservanterna och utskottsmajoriteten. Vad man diskuterat i utskottet och vad som skiljer utskottsmajoritetens utlåtande från reservationen är frågan om hur man skall förfara med en patient, vilken frivilligt intas på sjukhuset men för vilken sjukdomsförloppet under sjukhusvistelsen gått i ogynnsam riktning, Det kan ha inträtt en sådan förändring beträffande det psykiska tillståndet att indikationen »fara för annans personliga säkerhet eller eget liv» enligt läkarens bedömande är för handen. Utskottet har frågat sig, om det i sådana fall är riktigt, att personen i fråga frivilligt skall få lämna sjukhuset för att utanför sjukhusets dörrar kanske mötas av representanter för polismyndighet för att omedelbart bli omhändertagen.",seg,train
"Vi har ställt oss den frågan, om det inte vore bättre att denna person fick stanna kvar på sjukhuset. I utskottets utlåtande skriver vi på s. 112: »Det kan enligt utskottets mening icke anses stå i strid mot principen om likställighet i vårdhänseende mellan psykisk sjukdom — där den sjuke intagits enligt den fria intagningsformen — och kroppssiukdom, att tillämpa en ordning som i här berörda extrema fall skulle innebära, att vederbörande läkare gör vad som står i hans makt för att få den sjuke att inte lämna sjukhuset.»",seg,train
"Vi har alltså klart givit uttryck för denna vår uppfattning. Principen att ingen mot sin vilja skall kvarhållas står fortfarande fast, men det rör sig i detta fall om ett sjukdomstillstånd, som berör själva viljefunktionen, och det gäller därvid att ordna den bästa möj-",seg,train
RIKSDAGENS PROTOKOLL. 1929. Andra kammaren. Nr 35.,note,val
Fredagen den 10 maj. Kl. 3.30 e. m.,note,train
"I anledning av förfall för sekreteraren tjänstgjorde, jämlikt herr talmannens förordnande, undertecknad vid protokollet.",note,test
$ 1.,note,train
Justerades protokollet för den 3 innevarande maj.,note,val
$ 2.,note,train
2 2 s Svar å in- Herr talmannen gav på begäran ordet till terpellation.,note,train
"Chefen för jordbruksdepartementet, herr statsrådet Johansson, som anförde: Med andra kammarens medgivande har dess ledamot O. E. Olovson till chefen för jordbruksdepartementet framställt följande frågor:",seg,train
1. Huruvida chefen för jordbruksdepartementet uppmärksammat framställningen om nedsättningen av köpeskillingarna för de från Johannisbergs kungsladugård försålda jordbrukslägenheterna samt,seg,train
"2. Huruvida det kunde förväntas, att det från regeringens sida komme att vidtagas någon åtgärd i syfte att bringa köparna av ifrågavarande jordbrukslägenheter den behövliga hjälpen.",seg,train
Till besvarande härav får jag anföra följande.,seg,train
"På Kungl. Maj:ts förslag medgav 1924 års riksdag, att från kronoegendomen Johannisbergs kungsladugård inom Västerås stad finge enligt gällande grunder för upplåtande av egnahemslägenheter från kronoegendomar försäljas nio lotter. Den förrättning, vid vilken dessa lägenheter blevo föremål för värdering i och för försäljning, ägde rum under 1922 och 1923. Medelarealen för lägenheterna utgör 11.643 hektar, och innehålla lägenheterna en åkerareal växlande mellan 3.637 och 10. 739 hektar. Till lägenheterna hör någon ängsmark samt till varje lägenhet, utom en, visst skogsområde. Å fyra av lägenheterna funnos vid försäljningen kronan tillhöriga bostadshus samt mer eller mindre fullständiga uthusbyggnader i allmänhet i mindre gott skick.",seg,train
"De uppskattade värdena å lotterna varierade mellan 5,195 kronor och 15,460 kronor beroende av lotternas storlek, markens beskaffenhet samt förefintligheten av byggnader och växande skog. Vid prissättningen har hänsyn tagits jämväl till lotternas belägenhet nära Västerås och stadens föreslagna djuphamnsanläggning vid Mälaren.",seg,train
"Lägenheterna såldes med tillträdesrätt den 14 mars 1925, och har därvid Jämlikt gällande bestämmelser föreskrivits, bland annat, att köpare inträdde i de rättigheter och skyldigheter kronan ägt gentemot den arrendator, som vid tillträdet innehade ägoområdet.",seg,train
Redan i december 1926 inkom till Kungl. Maj:t klagomål från dåvarande ägarna till sju av ifrågavarande lägenheter. Liknande klagomål inkommo se-,seg,val
Andra kammarens protokoll 1929. Nr 35. 1,note,train
44 Nr 14,note,test
Tisdagen den 28 april 1959,note,val
Svar på interpellation ang. hjälpklassklientelets yrkesutbildning,note,val
Herr SENANDER (k):,intro,test
Herr talman! Jag tycker det skulle vara synnerligen värdefullt om statstjänarorganisationerna uppmärksammade denna sak. Man kan inte sätta likhetstecken mellan statstjänarorganisationerna och den stora massan av medlemmar. Medlemmarna är nämligen oerhört förbittrade över att de ställts utan medinflytande under förhandlingarnas gång.,seg,test
Jag är överens med statsrådet om att vi skall spara debatten till dess propositionen kommer från utskottet och vi får tillfälle att behandla den här frågan i dess helhet.,seg,train
Härmed var överläggningen slutad.,seg,train
$ 4,note,train
Svar på interpellation ang. hjälpklassklientelets yrkesutbildning,note,train
"Chefen för ecklesiastikdepartementet, herr statsrådet EDENMAN, erhöll på begäran ordet och yttrade:",intro,test
"Herr talman! Med andra kammarens tillstånd har herr Antonsson till mig riktat några frågor som avser, huruvida jag, mot bakgrunden av hjälpklasselevernas situation vid avslutad skolgång, är beredd att medverka till åtgärder för att förbättra möjligheterna till en för dessa ungdomar lämpad yrkesutbildning.",seg,test
"Jag vill inledningsvis framhålla att det vid reformarbetet inom vårt utbildningsväsende ständigt måste vara en målmedveten strävan att beakta också de av olika skäl handikappade barnens och ungdomarnas speciella situation och söka lösa de många och i vissa fall svårlösta problem, som är förknippade därmed. Rätten att genom det allmännas försorg erhålla en ändamålsenlig utbildning såsom grundval för att aktivt kunna deltaga i produktionen och samhällslivet över huvud taget gäller naturligtvis i särskilt hög grad de grupper, som på grund av olika slags handikapp har extra stora anpassningssvårigheter.",seg,train
"Vad beträffar hjälpklassutbildningen — som ju är avsedd för sådana intellektuellt utvecklingshämmade elever, som är oförmögna att med framgång deltaga i den vanliga skolundervisningen men som inte är i behov av undervisning i särskola — så har denna utbildning under de senaste åren snabbt fått en ökad omfattning; för närvarande undervisas i hjälpklass närmare 2,5 procent av det totala elevantalet i den obligatoriska skolan. För hjälpklasserna, liksom för övriga slag av specialklasser, har numera också skapats betydligt gynnsammare arbetsbetingelser än tidigare. Inom ramen för den hjälpklassundervisning, som meddelas i folkskolan och enhetsskolan, försöker man steg för steg anpassa dessa elever till yrkesoch samhällslivet. Arbetet i hjälpklasserna har en uttalat praktisk inriktning. Slöjd och annat manuellt arbete har större utrymme i hjälpklasserna än i vanlig klass. Hjälpklasselevernas särart gör att extra vikt lägges vid yrkesvägledningen. En särskild svårighet för många av dessa elever är, att de ofta ej förstår sin begränsning inför yrkesvalet. Hjälpklasslärarens uppgift blir då att i samarbete med kurator, yrkesvalslärare och föräldrar söka länka in elevens intresse på sådant yrkesområde, som han med utsikt till framgång kan ägna sig åt.",seg,train
"I gällande timoch kursplaner för hjälpklassernas högstadium i enhetsskolan har också utbildningens praktiska syfte starkt betonats. I åttonde årskursen har hemkunskap och hushållsgöromål, förberedande yrkesteori och praktisk yrkeskunskap tilldelats 19 veckotimmar, och eleverna har dessutom möjlighet att såsom tillvalsämne med två veckotimmar välja bl. a. praktisk yrkeskunskap eller slöjd. Det reducerade veckotimtalet i skolan medger vidare, att de elever som så önskar kan delta i lättare förvärvsarbete enligt särskilda av arbetarskyddsstyrelsen utfärdade bestämmelser.",seg,test
I nionde årskursen undervisas hjälp-,seg,train
50 Nr 21,note,train
Ang. socialförsäkringens organisation,unknown,val
Det är också naturligt att man inte ger sig på problemet om administrationen förrän man löst frågan om det materiella innehållet och de regler som skall gälla för en viss verksamhet. Detta konstaterande måste nästan betraktas såsom en naturlag då det ju gäller att få saker och ting behandlade och beslutade i rätt ordning.,seg,test
"Herr förste vice talmannen förklarade vidare, vilket även reservanterna anför i sin reservation, att man vill visa hänsyn mot de nuvarande nio bolagen. Jag har väldigt svårt att förstå allvaret och slagkraften i ett sådant argument. Det gäller här cirka 200 personer. De har, herr talman, sedan årtionden varit på det klara med att framtiden måhända ter sig osäker. De har säkerligen för sin personliga del tagit ställning till vad de skall göra i framtiden. Med nuvarande högkonjunktur och snabba utveckling av olika socialförsäkringsgrenar torde dessa 200 personer heller inte behöva hysa några större personliga bekymmer för vart de skall ta vägen i fortsättningen.",seg,val
"Jag kan heller inte, herr talman, tro att det skulle vara någon önskan att visa hänsyn mot nio stycken privata aktiebolag i detta land som skulle motivera att man gör ett så pass uppseendeväckande avsteg från vad som annars är vanligt och naturligt, nämligen att man först gör en ordentlig utredning och sedan skickar ut den på remiss innan man fattar beslut. Någon sådan hänsyn har man inte tidigares visat mot privata företag i detta land. Jag skulle därför vara mycket intresserad av att få veta det verkliga skälet till att man har denna stora brådska.",seg,train
Herr VIRGIN (h) kort genmäle:,intro,train
"Herr talman! Utskottets ärade ordförande och talesman säger att det inte föreligger några skumma — jag kommer inte ihåg adjektivet — spekulationer i det uttalande som administrationsnämnden gör när den säger, att frågan om en självständig yrkesskadeförsäkring i framtiden måste aktualiseras. Det tror jag gärna, och såvitt jag kunde höra av",seg,val
Fredagen den 19 maj 1961,note,test
inläggen i debatten har ingen heller påstått något sådant. Det är uppenbart att det kan var angeläget att undersöka frågan om behovet av en självständig yrkesskadeförsäkring i framtiden. Vårt motionsyrkande går ju också ut på att en sådan utredning skall göras innan riksdagen tar ställning i denna fråga.,seg,train
"När samma sak diskuterades 1954 framhöll departementschefen i fråga om en centralisering av yrkesskadeförsäkringsverksamheten, att centraliseringsfrågan är förenad med så många problem av skiftande natur, att något ställningstagande icke rimligen kan ske utan ytterligare utredning. Jag vet inte om att det skulle ha skett någon utredning som klarlagt avvecklingsproblemen, men nu anser sig departementschefen kunna låta den ske i efterhand.",seg,train
"Herr Strand säger vidare att det inte kan anses försvarbart att hålla nio bolag för en verksamhet av denna art. Jag vet inte om riksdagen behöver lägga sig i antalet bolag. Så länge verksamheten bedrives under konkurrens och bolagen sköter sig bra spelar det väl ingen roll hur många bolag som finns, förutsatt att de lyckas hålla konkurrenskraftiga premier och sköter verksamheten bra.",seg,val
"Inför den ständigt växande statliga administrationsapparaten måste väl också de allra ivrigaste förespråkarna för utvidad statsdrift någon gång känna ängslan för att den väldiga statliga organisationen kanske inte arbetar så effektivt som vore möjligt och som man kan begära. Då borde man väl med glädje hälsa de möjligheter som bjuds att genom ett konkurrensmoment få in en automatisk kontroll. Ju större ovilja som kan spåras mot konkurrens, desto större är sannolikt behovet av denna konkurrens. Jag tycker att yrkesskadeförsäkringsverksamheten är ett bra exempel på en fruktbärande och stimulerande konkurrens, som vi borde slå vakt om så länge det finns möjligheter att göra det.",seg,val
Herr förste vice talmannen STRAND (s) kort genmäle:,intro,val
Herr talman! Jag nämnde redan i början av mitt förra anförande att i två,seg,train
Nr 27.,note,train
Anslag till undersökning av svenska,note,train
folkmål. (Forts.),note,val
88 Onsdagen den 9 april e. m.,note,val
Herr Westman:,intro,train
"Herr talman, mina herrar! Jag skall be att få säga några ord till förmån för motionen.",seg,train
"Det är ju så, att den verksamhet, varom här är fråga, avser icke blott att insamla ett språkligt material, som är av ovärderlig betydelse för förståelse och riktande av vårt riksspråk — det rika material, som finnes i våra dialekter —- utan den avser också att insamla våra folkminnen. De samlingar, som i sistberörda avseende nu finnas i Uppsala, äro de rikaste, som existera i vårt land. Endast i fråga om byförhållanden kunna samlingarna i Nordiska museet anses överträffa dem. Men hur rika och betydelsefulla än de samlingar äro, som ha åstadkommits i Uppsala, äro de likväl i vissa avseenden underlägsna det material, som finnes i våra grannländer. Om vi se t. ex. på Finland, förhåller det sig så, att den samling av folksagor och folksägner, som finnarna ha åstadkommit, är oändligt mycket rikare än den som vi ha i Sverige. Finnarna yvas också över den överlägsenhet, som de ha i detta avseende. De se däri ett tecken på att den finska folkfantasien och den finska folkkulturen äro ofantligt mycket rikare än den svenska. De betrakta de luckor, som finnas i våra samlingar på detta område, såsom tecken på torftighet i vårt folks skapande förmåga. Det är emellertid så, att denna torftighet är endast skenbar. Den beror därpå, att vi icke 1 tid ha samlat in det material, som har funnits hos oss. Vi befinna oss nu i den elfte timmen. Det finns här och var i våra bygder ännu kvar män och kvinnor, som leva kvar från den äldre generationen, den som är så att säga självvuxen ur andlig synpunkt. Ännu under en kort tid kan man avvinna dessa åldringar det förråd av minnen från äldre dagar, som de bära inom sig. Men inom kort är det för sent.",seg,train
"Ett bifall till Kungl. Maj:ts proposition i denna punkt skulle medföra, att det för insamlingen under det kommande året skulle vara tillgängligt endast ungefär 2,000 kronor, knappast så mycket ens. Det är givetvis alldeles för litet. Den förlust, som verksamheten därigenom lider, kan på intet sätt jämställas med den förlust, som t. ex. riksarkivet lider därigenom, att anslaget till tryckning av gamla handskrifter blivit nedsatt. Handskrifterna finnas ju i riksarkivet, och man kan trycka dem om några år. Men däremot kan den imsamling. som kan äga rum i år, icke ske längre fram i tiden. Det är därför icke alls så, som utskottet här har sagt, att det icke skulle vara till något avsevärt men för den verksamhet, som landsmålsinstitutet driver, om man nu tillfällighetsvis nedsatte anslaget. En tillfällig förlust på detta område är en oersättlig förlust.",seg,train
"Jag beklagar mycket, att avdelningen inom utskottet icke har haft den rätta blicken för vad det här gäller. Utskottet har talat om den vetenskapliga betydelsen av dessa forskningar, men utskottet har icke haft sinne för hela betydelsen för vår kultur av att man gör denna insamling av folkmål och folkminnen. Utskottet har icke insett, att det är en nationell hederssak, att vi icke på detta område framstå såsom torftigare än finnarna, än norrmännen, än danskarna. Utskottet har icke förstått, att det är till skada inför hela den internationella publiken, om vårt land framträder som en mera ofruktbar mark, när det gäller det folkvuxna, än vad våra grannländer göra.",seg,train
"Jag vågar verkligen vädja till kammarens ledamöter, om icke kammaren skulle vilja rätta till vad utskottet här har försummat. Det gäller ju ett belopp, som icke har den minsta statsfinansiella betydelse — det är en summa av 4.000 kronor. Den spelar absolut ingen roll i budgeten, men det har en mycket stor betydelse för den nationella kulturen, att detta lilla anslag beviljas. Jag ser ju, att kammarens ledamöter äro mycket fåtaligt samlade, men jag undrar, om det icke ändå skulle lyckas att få igenom detta anslag i denna kammare, därest kammarens ledamöter ville vara vänliga nog att vid en eventuell votering tala om för sina invandrande kolleger, vad saken verkligen gäller.",seg,train
Herr talman! Jag ber att med dessa ord få yrka bifall till motionen.,seg,val
Måndagen den 17 januari 1938 f. m. Nr 4. 45,note,train
"Statsverkspropositionen m. m. (Forts.) råde har således en prisstegring inträtt, och om jag uträknar denna beträffande konsumtionsmjölken, där en höjning till 109 procent inträtt, kan jag konstatera, att man inom Stockholmsområdet, där ungefär en tredjedel av mjölkproduktionen utgöres av konsumtionsmjölk och där man således har pengar tillräckligt att ersätta den minskade mjölkavgiften, följaktligen har fått detta prisutjämningsbidrag lika bra på det sättet. Detta innebär ett öre per kilogram eller 4 procent bättre pris per kilogram för konsumtionsmjölken och alltså ligger procenttalet inte i 109 procent utan i 113 procent för närvarande. Under tiden november 1936/1937 har priset stigit för konsumtionsmjölk med 9 procent och för produktmjölk med 14 procent; den senare posten är således den som har ökat mest.",seg,val
"Beträffande den animaliska produktionen i övrigt har det ju inom en av dess olika grenar blivit en väsentlig prisförbättring gentemot förra året, medan det inom vissa andra grenar av animalieproduktionen endast blivit prisförbättring för vissa kvaliteter men icke för andra.",seg,train
"Herr Domö talade i detta sammanhang om lantarbetstidslagen, som han ansåg att vi aldrig skulle ha givit oss in på. När jag i början av mitt anförande vidrörde den frågan, sade jag, att vi införde den lagen, därför att vi enligt min mening borde göra någonting för att söka åstadkomma förbättrade förhållanden för den svenska landsbygdens såväl jordbrukare som arbetare och inte minst ungdomen. Jag har emellertid under debatten här fått konstaterat, att det finns väsentliga meningsskiljaktigheter mellan herr Domö och hans kamrat på Skaraborgslänsbänken, herr Johanson, Karl Emil, ty herr Johanson slog huvudet på spiken, då han sade, att även lantbrukare, som inte falla under lagen, inte kunna få arbetsfolk, såvida de inte tillämpa lagens bestämmelser. Vi hade ju i enighetens tecken redan år 1936 genomfört en lantarbetstidslag, som i väsentlig utsträckning ökade jordbrukets produktionskostnader, och för dem, som inte föllo under lagen 1936, gällde det givetvis i lika hög grad som efter det lagen ändrats år 1937 att de, när tillgången på arbetskraft blev mindre, inte hade möjlighet att få arbetskraft med mindre än att de tillämpade lagen. Den skärpning av arbetstidslagen, som inträdde 1937, fordrade också att åtgärder skulle vidtagas för att göra det Jordbruk, som skulle betala arbetskraften, så lönsamt att det skulle kunna betala den ökade kostnaden. Jag har här i korthet påvisat de produktionsgrenar, för vilka en påtaglig prisförbättring inträtt, men jag vill samtidigt erinra om, som jag sagt tidigare, att det inte var förrän den 1 Juli som bestämmelserna trädde i kraft. Förbättringen har således inte kunnat i realiteten visa sig förrän en viss tid därefter förflutit, och därför har prisstegringen skett successivt. Det bör även bemärkas att den omtalade lagen trädde i kraft den 1 november 1937. När jordbruksnämndens utlåtande med förslag till nya bestämmelser kommer — i vilket utlåtande herrarna kunna få taga del av denna prisförbättring — torde det visa sig, att det även i det sista har inträtt en viss stegring av priset på jordbruksprodukter, medan däremot en märkbar tendens till fallande priser på industriens produkter kan konstateras.",seg,test
"Jag skulle, då herr Domö efterlyste den utredning, som det är min avsikt att sätta i gång, vilja säga, att den kommer, men Jag har ansett det vara en fördel att vänta något med att sätta i gång den tills man fått se, hur hela det ekonomiska läget stabiliserar sig, och fått se verkningarna både av lantarbetstidslagen och av den ökade lön, som lantarbetarna ha fått enligt det sista avtalet. Jag tycker det är riktigt att man först försöker få fram allt material, som är av värde, då det gäller denna utredning. Jag har således inte fördröjt utredningen för att man på så sätt skulle glömma bort den, utan anledningen till dröjsmålet är, att jag önskade, att man skulle få ett bättre",seg,test
62 Nr B 5,note,train
Fredagen den 25 juli 1958 fm.,note,train
"Ang. vissa åtgärder på grund av situationen på smörmarknaden, m. m.",note,train
"Den, det ej vill, röstar Nej;",note,test
"Vinner Nej, har till kontraproposition i nämnda votering antagits godkännande av det förslag, som innefattas i den av herr Eskilsson m. fl. vid utlåtandet avgivna reservationen i förevarande del.",note,val
"Sedan denna <voteringsproposition ånyo upplästs, verkställdes omröstningen genom uppresning; och befanns därvid, att flertalet röstade för ja-propositionen.",note,train
"I följd därav uppsattes, upplästes och godkändes för huvudvoteringen en omröstningsproposition av följande lydelse:",note,val
"Den, som bifaller vad jordbruksutskottet hemställt i sitt utlåtande nr B 8 punkten E, röstar",note,train
Jag,note,train
"Den, det ej vill, röstar",note,val
Nej;,note,val
"Vinner Nej, antages det förslag, som innefattas i den av herr Hermansson m. fl. vid utlåtandet avgivna reservationen i förevarande del.",note,test
"Sedan denna <voteringsproposition ånyo upplästs, verkställdes till en början omröstning genom uppresning. Herr förste vice talmannen förklarade, att enligt hans uppfattning flertalet röstat för ja-propositionen.",note,test
"Då emellertid herr Hermansson begärde rösträkning, verkställdes nu votering medelst omröstningsapparat; och befumnos vid omröstningens slut rösterna hava utfallit sålunda:",note,train
Ja — 75; Nej — 37.,note,train
"Därjämte hade 21 ledamöter tillkännagivit, att de avstode från att rösta.",note,val
"Vidare gjorde herr förste vice talmannen enligt de i fråga om punkten F förekomna yrkandena propositioner, först på bifall till vad utskottet i nämnda punkt hemställt samt vidare på antagande av det förslag, som innefattades i den av herr Hermansson m. fl. vid utlåtandet avgivna reservationen i förevarande del;",note,train
"och förklarade herr förste vice talmannen, sedan han upprepat propositionen på bifall till utskottets hemställan, sig anse denna proposition vara med övervägande ja besvarad.",note,val
"Herr Hermansson begärde votering, i anledning varav uppsattes samt efter given varsel upplästes och godkändes en så lydande omröstningsproposition:",note,train
"Den, som bifaller vad jordbruksutskottet hemställt i sitt utlåtande nr B 8 punkten F, röstar",note,train
Ja;,note,train
"Den, det ej vill, röstar",note,train
Nej;,note,train
"Vinner Nej, antages det förslag, som innefattas i den av herr Hermansson m. fl. vid utlåtandet avgivna reservationen i förevarande del.",note,test
"Sedan denna voteringsproposition ånyo upplästs, verkställdes till en början omröstning genom uppresning. Herr förste vice talmannen förklarade, att enligt hans uppfattning flertalet röstat för japropositionen.",note,train
"Då emellertid herr Hermansson begärde rösträkning, verkställdes nu votering medelst omröstningsapparat; och befunnos vid omröstningens slut rösterna hava utfallit sålunda:",note,val
Ja — 96; Nej — 22.,note,test
"Därjämte hade 15 ledamöter tillkännagivit, att de avstode från att rösta.",note,train
"Sedermera gjorde herr förste vice talmannen i enlighet med de beträffande punkten G förekomna yrkandena propositioner, först på bifall till vad utskottet hemställt samt vidare på antagande av det förslag, som innefattades i den av herr Hermansson m. fl. vid utlåtandet avgivna reservationen i förevarande del; och förklarade herr förste vice talmannen, efter att hava upprepat propositionen på bifall till utskottets hemställan, sig finna denna proposition vara med övervägande ja besvarad.",note,val
"Herr Hermansson begärde votering, i anledning varav uppsattes samt efter gi-",note,train
Lördagen den 24 maj 1952 fm.,note,train
Punkten 3.,note,val
Vårdanstalten i Lund för blinda med komplicerat lyte: Avlöningar.,note,train
"Sedan punkten föredragits, yttrade:",intro,train
Fröken ÖBERG:,intro,val
"Herr talman! Jag skall vid denna punkt be att få göra en fråga. Hade statsrådet och chefen för ecklesiastikdepartementet varit inne i kammaren skulle jag riktat frågan direkt till honom, men nu kommer jag att göra det till utskottets representant i stället.",seg,train
Genom ett förbiseende förde jag inte fram detta spörsmål motionsledes innan motionstiden var till ända. Man har talat om att rationalisera riksdagens arbete. Jag ämnar nu göra det genom att i stället föra fram några synpunkter i dag.,seg,train
"I proposition nr 103 föreslår Kungl. Maj:t, att tjänsten som husmoder vid vårdanstalten för blinda med komplicerat lyte i Lund skall uppflyttas från Ca 12 till Ca16. I samma proposition föreslås husmodertjänsten vid dövstumskolan i Lund uppflyttad från Ca 11 till Ca 17. Vad är orsaken till skillnaden mellan dessa husmoderstjänsters placering? Någon förklaring har jag inte kunnat finna. När man granskar dessa husmödrars uppgifter, finner man att husmodern vid vårdanstalten för blinda med komplicerat lyte har att ta hand om sammanlagt 240 personer, 174 interner och 66 anställda. I dövstumskolan däremot har husmodern 80 elever, av vilka endast 34 bor på skolan medan de andra 46 visserligen intar skollunch på skolan men för övrigt är utackorderade i fosterhem. Där finns en personal på 35 personer. Hon har alltså sammanlagt att betjäna 115 personer.",seg,val
"Det är rätt underligt att dessa båda tjänster kommer i så olika löneställningar. Min uppmärksamhet riktades på detta förhållande vid ett besök som några av kammarens ledamöter gjorde på dessa anstalter. Rektorn på anstalten för blinda med komplicerat lyte, rektor",seg,train
Nr 21. 47,note,val
"Stigmar, uttalade då också sin förvåning över att husmodern vid hans anstalt inte hade samma löneställning som motsvarande tjänst i skolan för dövstumma.",seg,train
"Nu kommer kanske utskottets representant att säga, att detta är en sak som vederbörande organisationer har kommit överens om. Vi har tidigare i dag sagt att riksdagen inte har möjlighet att överblicka rättvisan i den ena eller andra lönesättningen. Jag hör heller inte till dem, som anser att riksdagen skall ta upp dessa lönefrågor. Men vi har rätt för att inte säga skyldighet att påpeka vad vi finner eller i varje fall tror oss finna vara uppenbart felaktigt.",seg,test
Jag har inte något yrkande i denna punkt. Jag önskar bara att vederbörande statsråd närmare ville se efter om lönesättningen för dessa både husmoderstjänster är rättvis.,seg,val
Herr WALLENTHEIM:,intro,train
"Herr talman! Det är mycket lätt att svara på den fråga, som fröken Öberg ställde. Hon har själv svarat på den. De lönegradsplaceringar som här föreslås är resultatet av de förhandlingar som förts, och vederbörande organisation till vilken dessa befattningshavare hör har godkänt detta förhandlingsresultat. Då vore det väl orimligt att riksdagen skulle göra någon ändring. Skulle det vara något misstag begånget, får väl det tas upp i vanlig ordning och också föreläggas riksdagen.",seg,train
Fröken ÖBERG:,intro,val
"Herr talman! Jag hoppas att herr Wallentheim inte missuppfattade mig. Mitt anförande var närmast en uppmaning till departementschefen att se efter om här föreligger något fel. Vi kan inte göra något annat än fråga oss varför den husmoderstjänst, som betjänar ett större antal personer, skall ha en sämre löneställning än den, som betjänar ett mindre antal. Sådana orättvisor skapar irritation och misstämning personalen emellan. Nu",seg,train
72 Nr 16,note,train
Onsdagen den 13 maj 1959 fm.,note,val
"Lag om försäkring för allmän tilläggspension, m. m.",note,val
"bara begraver spörsmålet i den ena utredningen efter den andra och vägrar ta upp det i positiv anda, vägrar alt sätta in alla effektiva krafter för att lösa denna stora fråga, som inte skall blandas ihop med en mängd andra spörsmål i utredningar för att det skall gå så långsamt som möjligt.",seg,train
